title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories,url,categoryName
TIENDA DE EMPANADAS,5,12,Gascón 548,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://tiendadeempanadas.com.ar/menu/,+54 9 11 2899-2742,['Restaurante de comida rápida'],https://www.google.com/maps/search/?api=1&query=TIENDA%20DE%20EMPANADAS&query_place_id=ChIJBXkyfAbLvJURxj6ZrUfnCYc,Restaurante de comida rápida
Chegu,4.8,113,Lambaré 810,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/chegu.argentina,\N,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Chegu&query_place_id=ChIJJ9X9RQDLvJURmD_cHfwH8o4,Restaurante
Diletto - Pastas y Café Almagro,4.6,174,Tte. Gral. Juan Domingo Perón 4217,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://dilettopastas.com.ar/,+54 11 4087-5020,"['Restaurante','Restaurante de brunch']",https://www.google.com/maps/search/?api=1&query=Diletto%20-%20Pastas%20y%20Caf%C3%A9%20Almagro&query_place_id=ChIJC2RUIwDLvJUR9Dk1CdRFBtw,Restaurante
Tequecoty,5,7,Sarmiento 4318,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 9 11 2521-7789,['Restaurante venezolano'],https://www.google.com/maps/search/?api=1&query=Tequecoty&query_place_id=ChIJz8GAQd3LvJURm6DDqO4r0ZE,Restaurante venezolano
Río Café Bar,3.8,1388,Sarmiento 4699,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.facebook.com/R%C3%ADo-Caf%C3%A9-Bar-108780231032558/,+54 11 4865-5757,"['Restaurante','Cafetería']",https://www.google.com/maps/search/?api=1&query=R%C3%ADo%20Caf%C3%A9%20Bar&query_place_id=ChIJBZrNUW7KvJUR5KPIpcggUMw,Restaurante
"Marquesa - Dulce, salado y café",5,2,Sarmiento 4419,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Marquesa%20-%20Dulce%2C%20salado%20y%20caf%C3%A9&query_place_id=ChIJVax9jxfLvJURelNUzoDtSxM,Cafetería
Piedimonte,3.5,574,Tte. Gral. Juan Domingo Perón 4181,ABA,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 7504-7672,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Piedimonte&query_place_id=ChIJc-kRnnDLvJURILRHiEQx4a0,Restaurante
Marzo Cafecito,4.3,267,Pringles 751,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/marzo.cafecito?igshid=YmMyMTA2M2Y=,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Marzo%20Cafecito&query_place_id=ChIJ2ewrO3DLvJURr05K0UKJ-yM,Cafetería
El Arca Café,4.1,141,Gascón 647,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/el.arca.cafe,+54 9 11 6258-3901,['Cafetería'],https://www.google.com/maps/search/?api=1&query=El%20Arca%20Caf%C3%A9&query_place_id=ChIJo0ix-ZDLvJURvYWJAdgxGYg,Cafetería
San Marino,4.4,456,Sarmiento 4200,AAJ,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4865-7273,"['Bar restaurante','Restaurante']",https://www.google.com/maps/search/?api=1&query=San%20Marino&query_place_id=ChIJ_TU2_nO1vJURxvXikJio-dA,Bar restaurante
Granja Avi,4.2,66,Gascón 577,ACI,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4866-2276,['Bar restaurante'],https://www.google.com/maps/search/?api=1&query=Granja%20Avi&query_place_id=ChIJaaLdoWbKvJURHqKGHVoYNSo,Bar restaurante
Ateneo Coffee,3.9,178,Tte. Gral. Juan Domingo Perón 4155,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/ateneocoffee?igshid=1o2oaikt3it6f,+54 11 7522-5385,"['Restaurante','Cafetería apta para perros','Restaurante de comida para llevar','Cafetería','Tienda de ensaladas','Restaurante vegetariano']",https://www.google.com/maps/search/?api=1&query=Ateneo%20Coffee&query_place_id=ChIJz7SIkWbKvJURgndcIO6fBhM,Restaurante
Parrilla La Estancia de Almagro,3.8,334,Gascón 363,ACE,Cdad. Autónoma de Buenos Aires,AR,https://www.pedidosya.com.ar/restaurantes/buenos-aires/la-estancia-gascon-menu,+54 11 4981-3337,"['Bar','Parrilla','Restaurante','Cafetería']",https://www.google.com/maps/search/?api=1&query=Parrilla%20La%20Estancia%20de%20Almagro&query_place_id=ChIJy5EUGGfKvJUR9vQi0gRmJnQ,Bar
Top house,\N,\N,"Bogado, Pringles &",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Top%20house&query_place_id=ChIJu7cmNgDLvJURDQu1Ve2rhs8,Bar
Le Ble,3.5,424,Tte. Gral. Juan Domingo Perón 4129,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.leble.com.ar/,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Le%20Ble&query_place_id=ChIJX7Xz0lPLvJUR2h5icplpSJc,Cafetería
Agustina Niz Brows,5,15,Rawson 271,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 9 11 5052-6177,[],https://www.google.com/maps/search/?api=1&query=Agustina%20Niz%20Brows&query_place_id=ChIJ5Y9iMJvLvJURhNhxgihYe10,\N
Cerveza Loro - Cervecería y Maltería Loro - Cerveza sin TACC Libre de Gluten,1,1,Pringles 684,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 6215-5357,['Cervecería artesanal'],https://www.google.com/maps/search/?api=1&query=Cerveza%20Loro%20-%20Cervecer%C3%ADa%20y%20Malter%C3%ADa%20Loro%20-%20Cerveza%20sin%20TACC%20Libre%20de%20Gluten&query_place_id=ChIJPSZEhmu3vJURTI6K0RY31To,Cervecería artesanal
Piedimonte Full,2.9,9,Tte. Gral. Juan Domingo Perón 4245,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://linktr.ee/Piedimontefull,+54 11 4024-8813,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Piedimonte%20Full&query_place_id=ChIJh_EfPtTLvJURceiwa1J4EC4,Cafetería
Tienda de Cafe Italiano,4,112,Tte. Gral. Juan Domingo Perón 4233,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3973-8159,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Tienda%20de%20Cafe%20Italiano&query_place_id=ChIJp2GVwG3LvJURxXJdJ5B_i0Q,Cafetería
TequeGusta,4.3,386,Río de Janeiro 931,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://menu.fu.do/tequegusta,+54 11 2897-2077,['Restaurante venezolano'],https://www.google.com/maps/search/?api=1&query=TequeGusta&query_place_id=ChIJ9Xe5HC3LvJURGedVeyOz1dI,Restaurante venezolano
Franklin Cafe,4.1,266,Franklin 96,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/cafefranklin96/,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Franklin%20Cafe&query_place_id=ChIJx69dwozLvJURv8riDz8APl8,Cafetería
LOS REYES DEL POLLO,4.8,72,Sarmiento 4183,C1197AAI,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/losreyesdelpollo2023?igsh=MTVlNGR6enRiNDY1dw==,+54 11 4420-5440,['Restaurante especializado en pollo'],https://www.google.com/maps/search/?api=1&query=LOS%20REYES%20DEL%20POLLO&query_place_id=ChIJ3bTrbgDLvJUR4sNb_sPPV2c,Restaurante especializado en pollo
Lo de Fredy (El Salteño),4.3,2426,Gascón 578,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.xn--parrillaelsalteo-lub.com/,+54 11 4864-8764,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Lo%20de%20Fredy%20(El%20Salte%C3%B1o)&query_place_id=ChIJi0APoGbKvJUR4LowdyBGo9Y,Restaurante
Mundo Argentino,4,1071,Av. Díaz Vélez 4502,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/mundo.argentino.pizzeria/,+54 52532965,"['Pizzería','Cafetería','Restaurante']",https://www.google.com/maps/search/?api=1&query=Mundo%20Argentino&query_place_id=ChIJD2gP9GjKvJURceXP0jL2KpM,Pizzería
Parrilla 83,4.2,950,Av. Díaz Vélez 4293,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.parrilla83.com/,+54 11 5370-5634,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Parrilla%2083&query_place_id=ChIJj0LeyGfKvJURKnf-fXf3eog,Restaurante
La Justina Bistró,4.1,951,Gascón 381 C1181ACE,ACE,Cdad. Autónoma de Buenos Aires,AR,https://www.facebook.com/La-Justina-Bistr%C3%B3-235714596811576/,+54 11 4981-0858,['Restaurante'],https://www.google.com/maps/search/?api=1&query=La%20Justina%20Bistr%C3%B3&query_place_id=ChIJhwXpH2fKvJURfUi5L9WGg8w,Restaurante
Atlantico,3.4,279,Gascón 400,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://atlanticocafe.com.ar/,+54 11 4982-5794,['Restaurante argentino'],https://www.google.com/maps/search/?api=1&query=Atlantico&query_place_id=ChIJF9ts4WbKvJURfXX2w8EC8bg,Restaurante argentino
La Tribu FM 88.7,4.7,210,Lambaré 873,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://fmlatribu.com/,+54 11 4866-1095,['Emisora de radio'],https://www.google.com/maps/search/?api=1&query=La%20Tribu%20FM%2088.7&query_place_id=ChIJ53PpcgnLvJUR43x7pvZHRiM,Emisora de radio
Panarte Panetteria e Caffè,3.8,16,Tte. Gral. Juan Domingo Perón 4263,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/panartepc/,+54 11 6515-1733,"['Panadería','Cafetería','Restaurante de comida para llevar']",https://www.google.com/maps/search/?api=1&query=Panarte%20Panetteria%20e%20Caff%C3%A8&query_place_id=ChIJk1gIhCvLvJURhxB4ymwYhWE,Panadería
El italiano de Almagro,4,390,Sarmiento 4199,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4862-3845,['Pizzería'],https://www.google.com/maps/search/?api=1&query=El%20italiano%20de%20Almagro&query_place_id=ChIJ4xF3IPTLvJUR0xMbA9jrnH4,Pizzería
Juli,\N,\N,Ramos Mejía 618,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Juli&query_place_id=ChIJm1WrWgDLvJURRL2Qe-3SDcg,Bar
Seiki Ramen,4.6,1285,Sarmiento 4520,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://sites.google.com/view/seiki-ramen/take-awaydelivery,+54 11 2823-8469,"['Restaurante japonés','Restaurante especializado en ramen']",https://www.google.com/maps/search/?api=1&query=Seiki%20Ramen&query_place_id=ChIJH_RMOVDLvJURAzX1fqwPwqY,Restaurante japonés
Satoshi Sushi,3.8,265,Río de Janeiro 621,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3786-0829,[],https://www.google.com/maps/search/?api=1&query=Satoshi%20Sushi&query_place_id=ChIJydKdHorLvJURLfDdzFV5_SM,\N
Kisko Bar Cachorro,\N,\N,Gascón 544,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,[],https://www.google.com/maps/search/?api=1&query=Kisko%20Bar%20Cachorro&query_place_id=ChIJ2W-MEwDLvJURqK8daxmya1k,\N
Bonafide,4.1,1044,Pringles 492,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.bonafide.com.ar/,+54 11 4981-7003,"['Cafetería','Restaurante de desayunos','Snack bar']",https://www.google.com/maps/search/?api=1&query=Bonafide&query_place_id=ChIJBfs7DGbKvJURoWr52SBpDnE,Cafetería
Camaro Palace Hotel,3.8,554,"C1197AAK, Sarmiento 4239",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://hotelcamaro.com/,+54 11 4867-4798,['Hotel'],https://www.google.com/maps/search/?api=1&query=Camaro%20Palace%20Hotel&query_place_id=ChIJt_A0-3O1vJUR-5A1rgUCTYo,Hotel
IMAGINO BAJITO,\N,\N,Sarmiento,Santa Regina,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/imaginobajito,+54 3382 67-4391,['Tienda de juegos'],https://www.google.com/maps/search/?api=1&query=IMAGINO%20BAJITO&query_place_id=ChIJ5e_NPPzLvJURLa0QU4oouCw,Tienda de juegos
Restaurante y Hotel Italia,3.9,296,Gascón 495,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.rhitalia.com.ar/,+54 11 4861-1000,"['Restaurante','Hotel']",https://www.google.com/maps/search/?api=1&query=Restaurante%20y%20Hotel%20Italia&query_place_id=ChIJczoAwGbKvJURxB4GDYE18V0,Restaurante
El Gran Mosquito,4.3,10430,Tte. Gral. Juan Domingo Perón 4499,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/elgranmosquitoparrilla?igsh=MTNpZHltem9qaWo3cA==,+54 48650033,"['Parrilla','Restaurante']",https://www.google.com/maps/search/?api=1&query=El%20Gran%20Mosquito&query_place_id=ChIJxa9tOm_KvJURI_DgXQyzsAw,Parrilla
Mamaguille's,4.6,971,"Francisco Acuña de Figueroa 888, C1180AAP",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://wa.me/message/WGGFNE5FI26FK1,+54 11 6218-2335,['Restaurante peruano'],https://www.google.com/maps/search/?api=1&query=Mamaguille's&query_place_id=ChIJa_n4qMTLvJUReFrN-LFKwpE,Restaurante peruano
Guille Veggie,4.8,615,Humahuaca 4101,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/guilleveggie?utm_medium=copy_link,+54 11 5731-9856,"['Restaurante vegano','Restaurante peruano']",https://www.google.com/maps/search/?api=1&query=Guille%20Veggie&query_place_id=ChIJ37EpaHPLvJUR1F0Nukr9UwY,Restaurante vegano
La estancia,4.7,7,Av. Corrientes 4347,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Restaurante especializado en barbacoa'],https://www.google.com/maps/search/?api=1&query=La%20estancia&query_place_id=ChIJG_7K-LnLvJURfPzJeumhBiE,Restaurante especializado en barbacoa
LA ESCUADRA RESTO BAR,\N,\N,Gascón 569,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4862-8568,['Restaurante'],https://www.google.com/maps/search/?api=1&query=LA%20ESCUADRA%20RESTO%20BAR&query_place_id=ChIJC63QjWvLvJURV2eXVAaNZ1w,Restaurante
La Vicca,4.2,876,Gascón 307,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/lavicca.ba,+54 11 4981-9100,"['Pizzería','Cafetería']",https://www.google.com/maps/search/?api=1&query=La%20Vicca&query_place_id=ChIJp3jjsNHLvJURAMQTLwGhHYc,Pizzería
Central,4.4,47,Tte. Gral. Juan Domingo Perón 4299,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2592-4563,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Central&query_place_id=ChIJ7ZI_QkLLvJURkHUTblOknxI,Pizzería
Café Registrado,4.1,1353,"ABC, Tte. Gral. Juan Domingo Perón 4211",C1199ABC,Cdad. Autónoma de Buenos Aires,AR,https://www.caferegistrado.com/,+54 9 11 2176-2078,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Registrado&query_place_id=ChIJMQW__l_LvJURWvct5JsGeoI,Cafetería
Parrilla El italiano 2,4.1,1132,Sarmiento 4401 C1197AAO,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5309-6042,['Parrilla'],https://www.google.com/maps/search/?api=1&query=Parrilla%20El%20italiano%202&query_place_id=ChIJK0H_keXLvJURfF-2WOmmIlo,Parrilla
Octavo - Esquina de Café,4.6,13,Estivao 102,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.instagram.com/octavo.cafe,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Octavo%20-%20Esquina%20de%20Caf%C3%A9&query_place_id=ChIJoQeaLQDLvJURQ6AyxgSxloU,Cafetería
Mil Grullas Pastelería y Café de especialidad,4.6,285,"CRA, C. Dr. Juan Felipe Aranguren 37",C1405CRA,Cdad. Autónoma de Buenos Aires,AR,http://www.milgrullas.com/,+54 11 2742-9359,"['Pastelería','Cafetería']",https://www.google.com/maps/search/?api=1&query=Mil%20Grullas%20Pasteler%C3%ADa%20y%20Caf%C3%A9%20de%20especialidad&query_place_id=ChIJCVufUWjKvJURYbqUJyztROo,Pastelería
Lorenzo Panadería & Patisserie,4,218,Sarmiento 4202,AAL,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/rosamistica.lorenzo?igsh=eTkzc2xtODVtNWt6,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Lorenzo%20Panader%C3%ADa%20%26%20Patisserie&query_place_id=ChIJAfh8V5fLvJURkC_9MPaE0X4,Cafetería
Café Martínez SMART SERVICES,4,1099,Tte. Gral. Juan Domingo Perón 4169,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.cafemartinez.com/,+54 11 4915-2394,"['Cafetería','Restaurante de desayunos']",https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Mart%C3%ADnez%20SMART%20SERVICES&query_place_id=ChIJRSbJjmbKvJURSV6D3VThGBA,Cafetería
Exquisit'Esn,4.5,108,Estado de Palestina 660,C1182ADD C1182ADD,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4861-6696,"['Restaurante','Comida a domicilio']",https://www.google.com/maps/search/?api=1&query=Exquisit'Esn&query_place_id=ChIJERV9UmTKvJURtvMb6xvr36Y,Restaurante
PARRILLA “Antigua Querencia”,4.1,3436,Yatay 602,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.restomenuqr.com.ar/antiguaquerencia,+54 11 4861-4502,"['Restaurante especializado en barbacoa','Restaurante argentino','Restaurante especializado en pollo','Restaurante de comida rápida','Tienda de alimentación','Restaurante','Restaurante especializado en filetes']",https://www.google.com/maps/search/?api=1&query=PARRILLA%20%E2%80%9CAntigua%20Querencia%E2%80%9D&query_place_id=ChIJPYlZXm_KvJUR4pHZTm96Eag,Restaurante especializado en barbacoa
Via Veneto,4.3,102,Av. Díaz Vélez 4459,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/viavenetopastas/,+54 11 7365-0005,"['Restaurante','Restaurante especializado en fideos','Tienda de pasta']",https://www.google.com/maps/search/?api=1&query=Via%20Veneto&query_place_id=ChIJI4uxi2jKvJURFKW6Hjln2Uk,Restaurante
Dalton,3.8,26,"ADD, Yatay 260",C1184ADD,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4028-5500,['Restaurante de comida para llevar'],https://www.google.com/maps/search/?api=1&query=Dalton&query_place_id=ChIJbw9QI_PLvJURxylGqNDuURo,Restaurante de comida para llevar
Nocelietto,4.3,184,Río de Janeiro 784,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4981-9976,"['Pizzería','Pizzería a domicilio']",https://www.google.com/maps/search/?api=1&query=Nocelietto&query_place_id=ChIJvzu2zGjKvJURnrXK9KuAWuc,Pizzería
Frosting Helados & Café,4.5,73,Río de Janeiro 700,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/frosting.hyc?igshid=YmMyMTA2M2Y=,+54 47903202,['Heladería'],https://www.google.com/maps/search/?api=1&query=Frosting%20Helados%20%26%20Caf%C3%A9&query_place_id=ChIJ0Vb12YvLvJURfiOnMhUrU-U,Heladería
CHIPICHIP - AL PASO,5,6,Sarmiento 4514,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3902-1275,['Restaurante de comida rápida'],https://www.google.com/maps/search/?api=1&query=CHIPICHIP%20-%20AL%20PASO&query_place_id=ChIJHwooDXa1vJUR8QHTc1mhENE,Restaurante de comida rápida
BIG PIZZA (Almagro 5),4,64,Lambaré 806,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://bigpizza.com.ar/,+54 11 2394-8577,['Pizzería'],https://www.google.com/maps/search/?api=1&query=BIG%20PIZZA%20(Almagro%205)&query_place_id=ChIJ_4fUsHXLvJURVJUeuh9RTHI,Pizzería
"Impanato, empanadas express",3.7,15,Av. Díaz Vélez 4509,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 9 11 2611-2100,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Impanato%2C%20empanadas%20express&query_place_id=ChIJFSXVVgDLvJURSI_LMqcYInE,Restaurante
Central Pizzas y Empanadas,4,5,Av. Díaz Vélez 4417,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/central.centenario,\N,['Pizza para llevar'],https://www.google.com/maps/search/?api=1&query=Central%20Pizzas%20y%20Empanadas&query_place_id=ChIJJXnc3BPLvJURXYNuD2C2WRw,Pizza para llevar
Rotisería Brotecito,4.6,8,Gascón 638,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Restaurante de comida para llevar'],https://www.google.com/maps/search/?api=1&query=Rotiser%C3%ADa%20Brotecito&query_place_id=ChIJm1MGF2TKvJURthn1ugl1fO4,Restaurante de comida para llevar
Chevere Food,4,2,Río de Janeiro 547,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/cheverefood_ar?igsh=bGoyMzZ4ZTNiemh2,\N,['Restaurante de comida rápida'],https://www.google.com/maps/search/?api=1&query=Chevere%20Food&query_place_id=ChIJRWIyBgDLvJURykrYgkVmnKA,Restaurante de comida rápida
"Juan y Juan, comidas caseras",3.9,7,Av. Díaz Vélez 4307,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4978-1225,['Restaurante de comida para llevar'],https://www.google.com/maps/search/?api=1&query=Juan%20y%20Juan%2C%20comidas%20caseras&query_place_id=ChIJ_RADzmfKvJURX08LN9705iQ,Restaurante de comida para llevar
Havanna,4.3,1583,Tte. Gral. Juan Domingo Perón 4201,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.havanna.com.ar/,+54 11 4864-2542,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Havanna&query_place_id=ChIJGUAnY2bKvJURbEBC6bngXoE,Cafetería
CAPROT,\N,\N,Tte. Gral. Juan Domingo Perón 4456 4 c,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/caprot.ar/,+54 11 4939-9739,['Restaurante'],https://www.google.com/maps/search/?api=1&query=CAPROT&query_place_id=ChIJwwsCZVTLvJURIKtz6AebkFY,Restaurante
luigi's food,\N,\N,luigi's food,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2388-8538,['Restaurante'],https://www.google.com/maps/search/?api=1&query=luigi's%20food&query_place_id=ChIJzeWSiuTLvJURLFrpE3BKUdE,Restaurante
La Orquídea,4.1,3095,Av. Corrientes 4101,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/barlaorquidea/,+54 11 7531-9397,"['Bar','Cafetería','Bar restaurante','Restaurante de desayunos']",https://www.google.com/maps/search/?api=1&query=La%20Orqu%C3%ADdea&query_place_id=ChIJEQnKjGPKvJURA50HqbQc1N4,Bar
El Símbolo,4.2,420,Av. Corrientes 3797,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://es-la.facebook.com/ElSimboloCafeBar/,\N,"['Bar','Snack bar']",https://www.google.com/maps/search/?api=1&query=El%20S%C3%ADmbolo&query_place_id=ChIJAxUi-2HKvJURHisz21GoQu0,Bar
Don Bosco,4.2,2319,Av. Hipólito Yrigoyen 4000,ABT,Cdad. Autónoma de Buenos Aires,AR,https://freecupon.com.ar/menu/donbosco-comidas.php,+54 11 4958-5181,"['Bar','Restaurante especializado en barbacoa','Pizzería','Restaurante','Snack bar']",https://www.google.com/maps/search/?api=1&query=Don%20Bosco&query_place_id=ChIJIdcjVlnKvJURF2aCjnLZS_A,Bar
BIG PIZZA (Gascón),3.3,37,Gascón 576,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://bigpizza.com.ar/,+54 11 3203-5751,['Pizza para llevar'],https://www.google.com/maps/search/?api=1&query=BIG%20PIZZA%20(Gasc%C3%B3n)&query_place_id=ChIJ7ZHEoKPLvJUR4zbGbTVenLc,Pizza para llevar
BIG PIZZA (Almagro 4),3,34,Yatay 287,ADB,Cdad. Autónoma de Buenos Aires,AR,https://bigpizza.com.ar/,+54 11 2601-4579,['Pizzería'],https://www.google.com/maps/search/?api=1&query=BIG%20PIZZA%20(Almagro%204)&query_place_id=ChIJDUu62KPLvJURBPD_aKa3G90,Pizzería
Gerardo J Kohan,3,2,Sarmiento 4413,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4866-3490,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Gerardo%20J%20Kohan&query_place_id=ChIJK640lGXKvJUR9nX4Tv5e-QY,Restaurante
Roma Cafecito,4.5,343,Estado de Palestina 802,C1182ADH,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2590-5289,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Roma%20Cafecito&query_place_id=ChIJM_EHFQDLvJURzI4iXSV7LOU,Cafetería
Konke Buenos Aires Hotel,4.7,1751,"Av. Corrientes 4320, C1195AAP",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.konkehotel.com/,+54 11 5284-8300,"['Restaurante','Recinto para eventos','Hotel']",https://www.google.com/maps/search/?api=1&query=Konke%20Buenos%20Aires%20Hotel&query_place_id=ChIJVQiHqmXKvJURAbSSVNVcRo0,Restaurante
Roma sabores con amor,4.4,142,Humahuaca 4307,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2590-5289,['Pastelería'],https://www.google.com/maps/search/?api=1&query=Roma%20sabores%20con%20amor&query_place_id=ChIJaRA6BcbLvJUR7CF0VIgZqf8,Pastelería
